cate2,paragraph
어린이집 원장의 복무관리,"어린이집 원장의 직무
어린이집의 원장은 어린이집을 총괄하고 보육교사와 그 밖의 직원을 지도·감독하며 영유아를 보육합니다(「영유아보육법」 제18조제1항).
어린이집 원장의 책무
보육교사는 영유아를 보육할 때 영유아에게 신체적 고통이나 고성·폭언 등의 정신적 고통을 가해서는 안 되며, 업무를 수행할 때 영유아의 생명·안전보호 및 위험방지를 위한 주의의무를 다해야 합니다(「영유아보육법」 제18조의2).
근무시간
어린이집 원장의 근무시간은 평일 8시간을 원칙으로 하나, 어린이집의 운영시간(평일 12시간 원칙)을 고려하여 연장 근무할 수 있습니다(「2020년도 보육사업안내」, 208쪽)
겸임제한
어린이집의 원장은 전임이어야 하며, 다른 어린이집, 사회복지시설, 유치원 및 종교시설 등의 업무를 겸임할 수 없습니다(「영유아보육법 시행규칙」 별표 2).
다만, 어린이집 원장이 간호사 또는 영양사 자격이 있는 때에는 간호사 또는 영양사를 겸임 할 수 있고, 20명 이하의 영유아를 보육하는 어린이집 원장은 보육교사를 겸임할 수 있습니다(「2020년도 보육사업안내」, 208쪽)
보수교육
특별시장·광역시장·특별자치시장·도지사·특별자치도지사는 어린이집 원장의 자질향상을 위한 보수교육을 실시해야 하며, 이 경우 보수교육은 집합교육을 원칙으로 합니다(「영유아보육법」 제23조제1항 및 「영유아보육법 시행령」 제26조제1항제1호).
어린이집 원장의 보수교육은 사전직무교육과 직무교육으로 구분하며, 보수교육의 내용에는 성폭력 및 아동학대 예방, 실종·유괴의 예방과 방지, 감염병 및 약물의 오남용 예방, 재난대비 안전, 교통안전, 어린이집 원장의 인성함양(영유아의 인권보호 교육을 포함), 보육에 대한 실무능력 함양을 위한 내용 등을 포함해야 합니다(「영유아보육법」 제23조제2항·제4항 및 「영유아보육법 시행규칙」 제20조제3항).
직무교육(「영유아보육법 시행규칙」 별표 7)
교육 대상자에 따라 일반직무교육과 특별직무교육으로 구분하여 실시하되, 직무교육을 이수해야 하는 연도에 직무교육을 이수하지 못한 경우에는 다음 연도 12월 31일까지 이수하게 해야 하며, 특별직무교육을 이수한 경우에는 일반직무교육을 이수한 것으로 봅니다.
어린이집 원장의 직무교육 : 현직에 종사하고 있는 어린이집 원장으로서 어린이집 원장의 직무를 담당한 때부터 만 2년이 지난 사람과 어린이집 원장 직무교육을 받은 해부터 만 2년이 지난 사람, 어린이집 원장의 자격을 가진 사람으로서 만 2년 이상 보육업무에 종사하지 않다가 다시 그 업무에 종사하려는 사람(이하 '장기 미종사자'라 함)
※ 장기 미종사자는 다시 그 업무에 종사하기 전까지 직무교육을 이수하여야 하며, 이 규정은 2020년 3월 1일 이후 보육업무를 수행하려는 사람부터 적용합니다[「영유아보육법 시행규칙」(보건복지부령 제631호, 2019. 6. 12. 개정·시행) 부칙 제2조].
￭ 특별직무교육(「영유아보육법 시행규칙」 별표 7)▪ 영아보육 직무교육: 영아보육을 담당하고 있는 일반직무교육 대상자와 영아보육을 담당하려는 보육교사 및 어린이집 원장▪ 장애아보육 직무교육: 장애아보육을 담당하고 있는 일반직무교육 대상자와 장애아보육을 담당하려는 보육교사 및 어린이집 원장▪ 방과 후 보육 직무교육: 방과 후 보육을 담당하고 있는 일반직무교육 대상자와 방과 후 보육을 담당하려는 보육교사 및 어린이집 원장"
보육교사의 채용 등,"보육교사 자격 요건
보육교사는 다음의 어느 하나에 해당하는 사람으로서 보건복지부장관이 검정·수여하는 자격증을 받은 사람이어야 합니다(「영유아보육법」 제21조제2항).
1 「고등교육법」 제2조에 따른 학교에서 보육 관련 교과목과 학점을 이수하고 전문학사학위 이상을 취득한 사람
2 법령에 따라「고등교육법」 제2조에 따른 학교를 졸업한 사람과 같은 수준 이상의 학력이 있다고 인정된 사람으로서 보육 관련 교과목과 학점을 이수하고 전문학사학위 이상을 취득한 사람
3 고등학교 또는 이와 같은 수준 이상의 학교를 졸업한 자로서 특별시장·광역시장·특별자치시장·도지사·특별자치도지사가 지정한 교육훈련시설에서 소정의 교육과정을 이수한 사람
▪ 보육교사의 등급별 자격기준에 대한 자세한 내용은 「영유아보육법 시행령」 별표 1을 참고하시기 바랍니다.
보육교직원의 결격사유
다음에 해당하는 사람은 어린이집에 근무할 수 없습니다(「영유아보육법」 제20조).
1 「영유아보육법」제16조 각 호의 어느 하나에 해당하는 사람
2 「영유아보육법」제47조에 따라 자격정지 중인 사람
3 「영유아보육법」제48조제1항에 따라 자격이 취소된 후 자격 재교부 기한이 경과되지 않은 사람
보육교직원의 임면 보고
어린이집의 원장은 보육교직원의 임면에 관한 사항을 14일 이내에 특별자치도지사·시장·군수·구청장에게 인사기록카드 사본을 첨부하여 보고해야 합니다(「영유아보육법」 제19조제2항 및 「영유아보육법 시행규칙」제11조제1항).
▪ 그 밖에 보육교직원 임면에 대한 자세한 사항은 「2020년도 보육사업안내」에서 확인할 수 있습니다.
보육교사의 자격정지
보육교사가 다음의 위반사항에 해당되는 경우에는 특별자치도지사·시장·군수·구청장은 그 자격을 정지시킬 수 있습니다(「영유아보육법」 제47조 및「영유아보육법 시행규칙」 제39조).
1 보육교사가 업무 수행 중 그 자격과 관련하여 고의나 중대한 과실로 손해를 입힌 경우
2 「영유아보육법」 제23조의2에 따른 보수교육을 연속하여 3회 이상 받지 않은 경우
▪ 보육교사의 자격정지 처분과 세부기준에 대한 자세한 내용은 「영유아보육법 시행규칙」 별표 10을 참고하시기 바랍니다.
보육교사의 자격취소
보육교사가 다음의 사항을 위반했을 경우에는 특별자치시장·특별자치도지사·시장·군수·구청장은 자격을 취소할 수 있습니다(「영유아보육법」 제48조제1항 및 「영유아보육법 시행령」 제26조제2항제3호).
1 거짓이나 그 밖의 부정한 방법으로 자격증을 취득한 경우
2 자격 취득자가 업무 수행 중 그 자격과 관련하여 고의나 중대한 과실로 손해를 입히고 금고 이상의 형을 선고받은 경우
3 「아동복지법」 제3조제7호의2에 따른 다음의 아동학대 관련 범죄로 처벌을 받은 경우
4 명의대여 금지 등의 의무를 위반한 경우(「영유아보육법」 제22조의2)
5 자격정지처분기간 종료 후 3년 이내에 자격정지처분에 해당하는 행위를 한 경우 등 아동복지업무 경력이 있는 사람
6 자격정지처분을 받고도 자격정지처분기간 이내에 자격증을 사용하여 자격 관련 업무를 수행한 경우
7 자격정지처분을 3회 이상 받은 경우
8 거짓이나 그 밖의 부정한 방법으로 보조금을 교부받거나 보조금을 유용하여 금고 이상의 형을 선고 받은 경우"
보육교사의 복무관리,"보육교사의 직무
보육교사는 영유아를 보육하고 어린이집의 원장이 불가피한 사유로 직무를 수행할 수 없을 때에는 그 직무를 대행합니다(「영유아보육법」 제18조제2항).
보육교사의 책무
보육교사는 영유아를 보육할 때 영유아에게 신체적 고통이나 고성·폭언 등의 정신적 고통을 가해서는 안 되며, 업무를 수행할 때 영유아의 생명·안전보호 및 위험방지를 위한 주의의무를 다해야 합니다(「영유아보육법」 제18조의2).
근무시간
반을 담당하는 보육교사의 근무시간은 평일 8시간을 원칙으로 하고, 그 밖에 전후로 연장되는 시간은 어린이집의 원장과 보육교사가 교대 근무합니다(「영유아보육법 시행규칙」 별표 2).
보수교육
특별시장·광역시장·특별자치시장·도지사·특별자치도지사(이하 “시·도지사”라 함)는 보육교사의 자질향상을 위한 보수교육을 실시해야 하며, 이 경우 보수교육은 집합교육을 원칙으로 합니다(「영유아보육법」 제23조의2제1항 및 「영유아보육법 시행령」 제26조제1항제1호).
보육교사의 보수교육은 직무교육과 승급교육으로 구분하며, 직무교육은 보육에 필요한 지식과 능력을 유지·개발하기 위하여 보육교사가 정기적으로 받는 교육으로서 교육시간은 40시간 이상을 원칙으로 합니다(「영유아보육법」 제23의2제2항 및「영유아보육법 시행규칙」 제20조제1항).
승급교육은 보육교사가 3급에서 2급 또는, 2급에서 1급으로 승급하기 위하여 필요한 교육으로서 교육시간은 80시간 이상으로 합니다(「영유아보육법 시행규칙」 제20조제2항).
직무교육(「영유아보육법 시행규칙」 별표 7)
교육 대상자에 따라 일반직무교육과 특별직무교육으로 구분하여 실시하되, 직무교육을 이수해야 하는 연도에 직무교육을 이수하지 못한 경우에는 다음 연도 12월 31일까지 이수하게 해야 하며, 특별직무교육을 이수한 경우에는 일반직무교육을 이수한 것으로 봅니다.
보육교사 직무교육 : 현직에 종사하고 있는 보육교사로서 보육업무 경력이 만 2년이 지난 사람과 보육교사 직무교육(승급교육을 포함)을 받은 해부터 만 2년이 지난 사람, 보육교사의 자격을 가진 사람으로서 만 2년 이상 보육업무에 종사하지 않다가 다시 그 업무에 종사하려는 사람(이하 '장기 미종사자'라 함)
※ 장기 미종사자는 다시 그 업무에 종사하기 전까지 직무교육을 이수하여야 하며, 이 규정은 2020년 3월 1일 이후 보육업무를 수행하려는 사람부터 적용합니다[「영유아보육법 시행규칙」(보건복지부령 제631호, 2019. 6. 12. 개정·시행) 부칙 제2조].
￭ 승급교육(「영유아보육법 시행규칙」 별표 7)▪ 승급교육을 받은 사람은 일반직무교육을 이수한 것으로 봅니다.▪ 2급 보육교사 승급교육 : 3급 보육교사 자격 취득 후 보육업무 경력이 만 1년이 지난 사람▪ 1급 보육교사 승급교육 : 2급 보육교사 자격 취득 후 보육업무 경력이 만 2년 이상이 경과한 사람. 다만, 보육교사 2급 자격을 취득한 후 보육 관련 대학원에서 석사학위 이상을 취득한 경우는 보육업무 경력이 만 6개월이 지난 사람
▪ 직무교육 및 승급교육에 대한 자세한 내용은 「2020년도 보육사업안내」에서 확인할 수 있습니다.
교육 대상자
시·도지사는 「아동복지법」 제3조제7호의2에 따른 아동학대 관련 범죄를 저지른 사람이 다음의 결격사유에 해당하지 않게 되어 어린이집을 설치·운영하거나 어린이집에 근무하려는 경우에는 그 사람에 대해 사전에 아동학대 방지를 위한 교육을 받도록 명령해야 합니다(「영유아보육법」 제23조의3제1항 전단 및 「영유아보육법 시행령」 제26조제1항제2호).
1 금고 이상의 실형을 선고받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함)되거나 집행이 면제된 날부터 5년(「아동복지법」 제3조제7호의2에 따른 아동학대 관련 범죄를 저지른 경우에는 20년)이 지나지 않은 사람
2 금고 이상의 형의 집행유예를 선고받고 그 유예기간 중에 있는 사람. 다만, 「아동복지법」 제3조제7호의2에 따른 아동학대 관련 범죄로 금고 이상의 형의 집행유예를 선고받은 경우에는 그 집행유예가 확정된 날부터 20년이 지나지 않은 사람
3 「영유아보육법」 제45조에 따라 어린이집의 폐쇄명령을 받고 5년이 경과되지 않은 사람
4 「영유아보육법」 제54조에 따라 300만원 이상의 벌금형이 확정된 날부터 2년이 지나지 않은 사람 또는 「아동복지법」 제3조제7호의2에 따른 아동학대 관련 범죄로 벌금형이 확정된 날부터 10년이 지나지 않은 사람
교육내용 및 시간
아동학대 방지를 위한 교육명령을 받은 아동학대 방지교육 대상자는 ① 아동권리의 이해, ② 보육교사의 역할과 윤리, ③ 아동학대의 유형 및 사례, ④ 그 밖에 아동학대 방지를 위해 필요한 내용으로서 보건복지부장관이 고시하는 내용에 관하여 40시간 이상의 교육을 받아야 합니다(「영유아보육법 시행규칙」 제21조제3항).
아동학대 방지를 위한 교육을 마친 사람에게는 수료증이 발급됩니다(「영유아보육법 시행규칙」 제21조제4항 참조)."
휴원명령,"휴원명령 및 후속조치
보건복지부장관, 특별시장·광역시장·특별자치시장·도지사·특별자치도지사(이하 “시·도지사”라 함) 또는 시장·군수·구청장은 천재지변이나 감염병 발생 등 긴급한 사유로 정상적인 보육이 어렵다고 인정하는 경우 어린이집의 원장에게 휴원을 명할 수 있습니다(「영유아보육법」 제43조의2제1항).
휴원명령을 받은 어린이집의 원장은 지체 없이 어린이집을 휴원해야 하며, 휴원 시 보호자가 영유아를 가정에서 양육할 수 없는 경우 등 긴급보육수요에 대비하여 긴급보육 계획을 가정통신문 등을 통하여 보호자에게 미리 안내하는 등 어린이집 운영에 필요한 조치를 해야 합니다(「영유아보육법」 제43조의2제2항).
위반 시 제재
보건복지부장관, 시·도지사 또는 시장·군수·구청장은 어린이집을 휴원하지 않거나 긴급보육수요에 대비한 조치를 하지 않은 어린이집의 원장 또는 그 운영자에게 기간을 정하여 그 시정 또는 변경을 명할 수 있습니다(「영유아보육법」 제44조제7호의2).
위의 시정 또는 변경 명령을 위반한 경우 보건복지부장관, 시·도지사 또는 시장·군수·구청장은 1년 이내의 어린이집 운영정지를 명하거나 어린이집의 폐쇄를 명할 수 있습니다(「영유아보육법」 제45조제1항제3호)."
어린이집의 폐지·휴지 및 재개,"신고의무
어린이집을 폐지하거나 일정기간 운영을 중단하거나 운영을 재개하려는 경우에는 특별자치도지사·시장·군수·구청장(자치구의 구청장을 말함, 이하 같음)에게 신고해야 합니다(「영유아보육법」 제43조제1항).
￭ 영유아 전원조치▪ 어린이집 원장은 어린이집이 폐지되거나 일정기간 운영이 중단되는 경우 어린이집에 보육 중인 영유아를 다른 어린이집으로 전원조치 하는 등 영유아의 권익을 보호하기 위한 조치를 해야 합니다(「영유아보육법」 제43조제2항).
신고절차
어린이집을 폐지하거나 일정기간 운영을 중단(중단하는 기간은 1년 이내로 하되, 특별자치도지사·시장·군수·구청장이 불가피하다고 인정하는 경우에는 그 기간을 1년의 범위에서 한 차례만 연장할 수 있음)하거나 재개하려는 경우에는 어린이집 폐지·휴지·재개 신고서(전자문서로 된 신고서 포함)에 아래의 서류를 첨부하여 특별자치도지사·시장·군수·구청장에게 2개월 전까지 제출하고 보육교직원 및 부모 등 보호자에게 알려야 합니다(「영유아보육법」 제43조제1항, 「영유아보육법 시행규칙」 제36조제1항 및 별지 제18호서식).
보육 영유아에 대한 전원조치(轉園措置) 계획서
어린이집의 재산에 관한 사용·처분계획서(부동산을 임차한 경우는 제외)
어린이집 인가증 또는 신고증(어린이집을 폐지하는 경우만 해당)
보육교직원의 인사기록카드(어린이집을 폐지하는 경우만 해당)
위반 시 제재
신고를 하지 않고 어린이집을 폐지하거나 일정기간 운영을 중단하거나 운영을 재개하면 500만원 이하의 과태료가 부과됩니다(「영유아보육법」 제56조제1항).
「영유아보육법」 제43조제1항에 따른 신고를 하지 않고 어린이집을 폐지하거나 일정기간 운영을 중단하거나 운영을 재개한 경우에는 보건복지부장관과 시·도지사 및 시장·군수·구청장은 어린이집의 원장 또는 그 설치·운영자에게 기간을 정하여 그 시정 또는 변경을 명할 수 있습니다(「영유아보육법」 제44조제7호).
어린이집의 설치·운영자가 시정 또는 변경 명령을 위반하는 경우에는 1년 이내의 운영정지 또는 어린이집 폐쇄 처분을 받을 수 있습니다(「영유아보육법」 제45조제1항제3호).
휴업·폐업 신고
사업자가 휴업 또는 폐업을 하는 경우에는 지체 없이 휴업(폐업) 신고서에 사업자등록증과 폐업신고확인서를 첨부하여 세무서장(관할 또는 그 밖의 모든 세무서장을 말함)에게 제출해야 합니다(「부가가치세법」 제8조제7항,「부가가치세법 시행령」 제13조제1항·제2항 및 「부가가치세법 시행규칙」 별지 제9호서식)."
어린이집의 개념 및 종류,"어린이집이란
어린이집이란 보호자의 위탁을 받아 영유아를 보육하는 기관을 말합니다(「영유아보육법」 제2조제3호).
국공립어린이집
국공립어린이집이란 국가나 지방자치단체가 설치·운영(위탁운영 포함)하는 어린이집을 말합니다(「영유아보육법」 제10조제1호).
￭ 국가 또는 지방자치단체의 장이 소속 공무원을 위하여 설치·운영하는 어린이집은 직장어린이집으로 분류됩니다(「영유아보육법」 제10조제4호 참조).
사회복지어린이집
사회복지어린이집이란 「사회복지사업법」 에 따른 사회복지법인이 설치·운영하는 어린이집을 말합니다(「영유아보육법」 제10조제2호).
법인·단체등어린이집
법인·단체등어린이집이란 각종 법인(사회복지법인을 제외한 비영리법인)이나 단체 등이 설치·운영하는 어린이집으로서 다음의 어느 하나에 해당하는 어린이집을 말합니다(「영유아보육법」 제10조제3호 및 「영유아보육법 시행령」 제18조의2).
「유아교육법」, 「초·중등교육법」 및 「고등교육법」에 따른 법인 또는 학교법인이 설치·운영하는 어린이집
종교단체가 설치·운영하는 어린이집
「산업재해보상보험법」에 따른 근로복지공단이 설치·운영하는 어린이집
「영유아보육법」 제21조제2항제2호에 따른 교육훈련시설이 설치·운영하는 어린이집
그 밖에 보건복지부장관이 정하는 어린이집
직장어린이집
사업주가 사업장의 근로자를 위하여 설치·운영하는 어린이집(국가나 지방자치단체의 장이 소속 공무원 및 국가나 지방자치단체의 장과 근로계약을 체결한 사람으로서 공무원이 아닌 사람을 위하여 설치·운영하는 어린이집을 포함)을 말합니다(「영유아보육법」 제10조제4호).
가정어린이집
가정어린이집이란 개인이 가정이나 그에 준하는 곳에 설치·운영하는 어린이집을 말합니다(「영유아보육법」 제10조제5호).
협동어린이집
협동어린이집이란 보호자 또는 보호자와 보육교직원이 조합(영리를 목적으로 하지 아니하는 조합만 해당)을 결성하여 설치·운영하는 어린이집을 말합니다(「영유아보육법」 제10조제6호).
민간어린이집
민간어린이집은 국·공립어린이집, 사회복지법인어린이집, 법인·단체등어린이집, 가정어린이집, 협동어린이집, 직장어린이집에 해당하지 않는 어린이집을 말합니다(「영유아보육법」 제10조제7호 참조)."
어린이집 설치 가이드,"어린이집 설치 전 상담
「영유아보육법」 제13조제1항과 「영유아보육법」 제14조제1항에 따라 어린이집을 설치하려는 자는 해당 지역의 보육수요 등 지역적 여건과 어린이집 설치기준 등에 대해 관할 특별자치도지사·시장·군수·구청장(자치구의 구청장을 말함, 이하 같음)과 미리 상담할 수 있습니다(「영유아보육법 시행규칙」 제4조의3 전단).
어린이집 설치 인가신청
국공립어린이집을 제외한 사회복지법인어린이집, 법인·단체등 어린이집, 직장어린이집, 가정어린이집, 협동어린이집 및 민간어린이집을 설치·운영하려는 경우에는 관할 특별자치도지사·시장·군수·구청장에게 인가를 받아야 합니다(「영유아보육법」 제13조제1항).
어린이집 설치인가를 받기 위해서는 어린이집 인가신청서에 다음의 서류(전자문서를 포함)를 첨부하여 관할 특별자치도지사·시장·군수·구청장에 제출해야 합니다(「영유아보육법 시행규칙」 제5조제1항 및 별지 제4호서식).
1 법인의 정관 및 출연금 등에 관한 서류(법인인 경우만 해당)
2 단체의 회칙 또는 규약(단체인 경우만 해당)
3 임대차계약서(부동산을 임차하는 경우만 해당)
4 어린이집의 구조별 면적이 표시된 평면도와 어린이집 및 설비 목록
5 어린이집의 원장의 자격을 증명하는 서류
6 보육교직원 채용계획서
7 어린이집 운영계획서(운영경비와 유지방법을 포함)
8 경비의 지급 및 변제 능력에 관한 서류(설립자가 개인인 경우만 해당)
9 인근 놀이터 이용계획서(영유아 50명 이상의 어린이집으로서 옥외놀이터나 옥내놀이터를 설치하지 아니하는 경우만 해당)
10 「도시가스사업법 시행규칙」 제25조 및 「액화석유가스의 안전관리 및 사업법 시행규칙」 제71조에 따른 정기검사증명서
11 「소방용품의 품질관리 등에 관한 규칙」 제5조에 따른 현장처리물품의 방염성능검사성적서 및 방염성능검사확인표시
￭ 보건복지부는 어린이집 설치 및 운영에 관한 사항을 매년 고시하고 있습니다. 자세한 사항은 [보건복지부, 「2020년 보육사업안내」(2020. 2.)]를 참고하시기 바랍니다.
직장어린이집의 설치
상시 여성근로자 300명 이상 또는 상시근로자 500명 이상을 고용하고 있는 사업장의 사업주는 직장어린이집을 설치해야 합니다(「영유아보육법」 제14조제1항 본문 및 「영유아보육법 시행령」 제20조제1항).
다만, 사업장의 사업주가 직장어린이집을 단독으로 설치할 수 없을 때에는 사업주 공동으로 직장어린이집을 설치·운영하거나, 지역의 어린이집과 위탁계약을 맺어 근로자 자녀의 보육을 지원해야 합니다(「영유아보육법」 제14조제1항 단서)."
어린이집 원장의 자격 등,"어린이집 원장
어린이집의 원장은 어린이집의 종류에 따라 「영유아보육법 시행령」 별표 1 제1호에 따른 자격을 가진 사람으로서 보건복지부장관이 검정·수여하는 자격증을 받은 사람이어야 합니다(「영유아보육법」 제21조제1항 및 「영유아보육법 시행령」 제21조).
어린이집 원장 자격의 일반기준
어린이집 원장 자격의 일반기준은 아래와 같습니다(「영유아보육법 시행령」 별표 1 제1호가목).
1 보육교사 1급 자격을 취득한 후 3년 이상의 보육 등 아동복지업무 경력이 있는 사람
2 「유아교육법」에 따른 유치원 정교사 1급 자격을 취득한 후 3년 이상의 보육 등 아동복지업무 경력이 있는 사람
3 유치원 원장의 자격을 가진 사람
4 「초·중등교육법」에 따른 초등학교 정교사 자격을 취득한 후 5년 이상의 보육 등 아동복지업무 경력이 있는 사람
5 「사회복지사업법」에 따른 사회복지사 1급 자격을 취득한 후 5년 이상의 보육 등 아동복지업무 경력이 있는 사람
6 「의료법」에 따른 간호사 면허를 취득한 후 7년 이상의 보육 등 아동복지업무 경력이 있는 사람
7 국가 또는 지방자치단체에서 7급 이상의 공무원으로 보육 등 아동복지업무에 5년 이상 근무한 경력이 있는 사람
가정어린이집 원장
가정어린이집의 경우 위 일반기준에서 정한 사람 외에 보육교사 1급 이상의 자격을 취득한 후 1년 이상의 보육업무 경력이 있는 사람도 어린이집 원장이 될 수 있습니다(「영유아보육법 시행령」 별표 1 제1호나목).
영아 전담 어린이집 원장
만 3세 미만의 영아만을 20명 이상 보육하는 어린이집(이하 “영아 전담 어린이집”이라 함)의 경우 위 일반기준에서 정한 사람 외에 간호사 면허를 취득한 후 5년 이상의 아동간호업무 경력이 있는 사람도 영아 전담 어린이집의 원장이 될 수 있습니다(「영유아보육법 시행령」 별표 1 제1호다목).
장애아 전문 어린이집 원장
「장애아동 복지지원법」 제32조에 따른 장애영유아 어린이집 중 12명 이상의 장애영유아를 보육할 수 있는 어린이집(이하 “장애아 전문 어린이집”이라 함)의 경우 ① 일반기준에서 정한 자격을 갖춘 사람으로서 대학(전문대학을 포함)에서 장애인복지 및 재활 관련 학과를 전공한 사람 또는 ② 일반기준에서 정한 자격을 갖춘 사람으로서 장애영유아 어린이집에서 2년 이상의 보육업무 경력이 있는 사람이 장애아 전문 어린이집의 원장이 될 수 있습니다(「영유아보육법 시행령」 별표 1 제1호라목).
￭ 사전직무교육이수▪ 일반기준, 가정어린이집, 영아 전담 어린이집, 장애아 전문 어린이집 원장의 자격을 갖추기 위해서는 80시간 이상의 사전직무교육을 받아야 합니다(「영유아보육법 시행규칙」 제11조의2제1항).
대학 또는 교육훈련시설이 운영하는 어린이집 원장
「고등교육법」에 따른 대학(전문대학을 포함) 또는 「영유아보육법」 제21조제2항제2호에 따른 교육훈련시설이 운영(위탁 또는 부설 운영을 말함)하는 어린이집 원장의 경우 위 일반기준에서 정한 사람 외에 어린이집을 운영하는 대학의 조교수 또는 교육훈련시설의 전임교수 이상으로서 보육 관련 교과목에 대하여 3년 이상의 교육 경력이 있는 사람도 원장이 될 수 있습니다(「영유아보육법 시행령」 별표 1 제1호마목).
명의대여 등의 금지
어린이집의 원장은 다른 사람에게 자기의 성명이나 어린이집의 명칭을 사용하여 어린이집의 원장의 업무를 수행하게 하거나 자격증을 대여해서는 안 됩니다(「영유아보육법」 제22조의2).
원장은 다른 사람에게 자격증을 빌려줘서는 안 되고, 빌려서도 안 됩니다(「영유아보육법」 제22조의2제2항).
원장은 위의 행위를 알선해서는 안 됩니다(「영유아보육법」 제22조의2제3항).
위반 시 제재
명의대여 금지 등의 의무를 위반하면 원장 자격이 취소될 수 있습니다(「영유아보육법」 제48조제1항제4호).
또한 ① 자기의 성명이나 어린이집의 명칭을 사용하여 어린이집의 원장의 업무를 수행하게 한 사람 및 그 상대방, ② 다른 사람에게 자격증을 빌려주거나 빌린 사람, ③ 자격증을 빌려주거나 빌리는 것을 알선한 사람은 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해집니다(「영유아보육법」 제54조제4항제3호)."
어린이집의 입지조건,"어린이집을 설치할 수 있는 곳
어린이집은 보육수요·보건·위생·급수·안전·교통·환경 및 교통편의 등을 충분히 고려하여 쾌적한 환경을 갖춘 부지를 선정해야 합니다(「영유아보육법 시행규칙」 제9조제1항 및 별표 1 제1호가목).
위험시설의 배제
어린이집은 위험시설로부터 50m 이상 떨어진 곳에 위치해야 합니다(「영유아보육법 시행규칙」 별표 1 제1호나목 전단).
￭ 어린이집과 50m 이상 떨어져야 하는 위험시설▪ 「주택건설기준 등에 관한 규정」 제9조의2제1항 각 호의 시설을 말합니다(「영유아보육법 시행규칙」 별표 1 제1호나목 후단).
어린이집을 설치할 수 있는 건축물
어린이집은 「건축법」의 용도별 건축물의 종류 중 ‘노유자시설’에 설치할 수 있습니다(「영유아보육법 시행규칙」 별표 1 제1호다목 및 「건축법 시행령」 별표 1 제11호).
다만, 아래의 경우에는 ‘노유자시설’ 이외의 건축물에도 어린이집을 설치할 수 있습니다[「건축법 시행령」 별표 1 및 보건복지부, 「2020년 보육사업안내」(2020. 2.) p.3 ~ p.18 참조].
구분 용도별 건축물
국·공립어린이집  영유아 20명 이하를 보육하는 경우 단독주택 및 공동주택에 설치 가능
직장어린이집 ▪ 「건축법 시행령」 제2조제13호의 ‘부속용도’에 해당하는 곳에 직장어린이집을 설치하는 경우 「영유아보육법」, 「산업집적활성화 및 공장설립에 관한 법률」 및 관계법령(자치법규 포함)에 반하지 않는 경우에는 별도의 노유자 시설로의 용도변경 없이 설치 가능 ▪ 영유아 20명 이하를 보육하는 경우 단독주택 및 공동주택에 설치 가능
가정어린이집 ▪ 단독주택 및 공동주택에 설치 가능▪ 공공임대아파트 단지 내 가정어린이집은 해당 공공주택사업자와 협의하여 인가 가능(「공공주택 특별법」 제49조의9 참조)
협동어린이집 영유아 20명 이하를 보육하는 경우 단독주택 및 공동주택에 설치 가능
▪ 어린이집의 설치기준에 관한 자세한 사항은 [보건복지부, 「2020년 보육사업안내」(2020. 2.)]를 참고하시기 바랍니다."
어린이집의 재산 및 규모,"가정어린이집 및 민간어린이집
가정어린이집 및 민간어린이집은 시설로 사용되는 토지·건물의 소유권·전세권 등에 대한 부채비율이 100분의 50 미만이어야 합니다(「영유아보육법 시행규칙」 별표 1 제1호의2가목).
협동어린이집
협동어린이집은 보육영유아의 보호자 11명 이상 또는 보호자와 보육교직원을 합하여 11명 이상의 출자가 있어야 합니다(「영유아보육법 시행규칙」 별표 1 제1호의2나목).
어린이집의 시설 및 정원기준
어린이집은 다음의 인원을 보육할 수 있는 시설을 갖추어야 하며, 정원은 총 300명을 초과할 수 없습니다(「영유아보육법 시행규칙」 별표 1 제2호).
구분 인원수
국·공립어린이집 상시 영유아 11명 이상
직장어린이집 상시 영유아 5명 이상
사회복지법인어린이집, 법인·단체등 어린이집 및 민간어린이집 상시 영유아 21명 이상
가정어린이집 상시 영유아 5명 이상 20명 이하
협동어린이집 상시 영유아 11명 이상"
